Date,Division,CPI Division,Daily Change (%)
2025-02-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.791,0.0
2025-02-10,"RECREATION, SPORT AND CULTURE",98.7365,0.0
2025-02-10,RESTAURANTS AND ACCOMODATION SERVICES,95.6102,0.0
2025-02-10,TRANSPORT,100.4774,0.0
2025-02-11,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.0965,-0.0361
2025-02-11,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-11,EDUCATION SERVICES,99.3253,0.0
2025-02-11,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5655,-0.0759
2025-02-11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-11,HEALTH,98.3089,0.0
2025-02-11,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.067,0.0002
2025-02-11,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-11,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,-0.4131
2025-02-11,"RECREATION, SPORT AND CULTURE",98.7261,-0.0105
2025-02-11,RESTAURANTS AND ACCOMODATION SERVICES,95.6102,0.0
2025-02-11,TRANSPORT,100.4774,0.0
2025-02-12,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.2007,0.1085
2025-02-12,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-12,EDUCATION SERVICES,99.3253,0.0
2025-02-12,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5336,-0.0314
2025-02-12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-12,HEALTH,98.3089,0.0
2025-02-12,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.067,0.0
2025-02-12,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-12,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-12,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-12,RESTAURANTS AND ACCOMODATION SERVICES,95.6102,0.0
2025-02-12,TRANSPORT,100.4774,0.0
2025-02-13,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.305,0.1084
2025-02-13,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-13,EDUCATION SERVICES,99.3253,0.0
2025-02-13,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5529,0.019
2025-02-13,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-13,HEALTH,98.3089,0.0
2025-02-13,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.067,0.0
2025-02-13,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-13,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-13,RESTAURANTS AND ACCOMODATION SERVICES,95.7313,0.1266
2025-02-13,TRANSPORT,100.4774,0.0
2025-02-14,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.3397,0.0361
2025-02-14,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-14,EDUCATION SERVICES,99.3253,0.0
2025-02-14,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5529,0.0
2025-02-14,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-14,HEALTH,98.3089,0.0
2025-02-14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0668,-0.0002
2025-02-14,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-14,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-14,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-14,RESTAURANTS AND ACCOMODATION SERVICES,95.701,-0.0316
2025-02-14,TRANSPORT,100.4774,0.0
2025-02-15,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.4093,0.0722
2025-02-15,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-15,EDUCATION SERVICES,99.3253,0.0
2025-02-15,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5958,0.0422
2025-02-15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-15,HEALTH,98.3089,0.0
2025-02-15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0664,-0.0005
2025-02-15,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-15,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-15,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-15,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-15,TRANSPORT,100.4774,0.0
2025-02-16,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.4093,0.0
2025-02-16,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-16,EDUCATION SERVICES,99.3253,0.0
2025-02-16,FOOD AND NON-ALCOHOLIC BEVERAGES,101.5958,0.0
2025-02-16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-16,HEALTH,98.3089,0.0
2025-02-16,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0675,0.0012
2025-02-16,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-16,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-16,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-16,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-16,TRANSPORT,100.4774,0.0
2025-02-17,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.3745,-0.0361
2025-02-17,CLOTHING AND FOOTWEAR,103.9728,0.2579
2025-02-17,EDUCATION SERVICES,99.3253,0.0
2025-02-17,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7729,0.1743
2025-02-17,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.7112,0.0
2025-02-17,HEALTH,98.3089,0.0
2025-02-17,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0693,0.0018
2025-02-17,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-17,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-17,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-17,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-17,TRANSPORT,100.4774,0.0
2025-02-18,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.3397,-0.0361
2025-02-18,CLOTHING AND FOOTWEAR,103.7054,-0.2572
2025-02-18,EDUCATION SERVICES,99.3253,0.0
2025-02-18,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7729,0.0
2025-02-18,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,-0.4076
2025-02-18,HEALTH,98.3089,0.0
2025-02-18,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0695,0.0002
2025-02-18,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-18,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-18,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-18,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-18,TRANSPORT,100.4774,0.0
2025-02-19,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.3397,0.0
2025-02-19,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-19,EDUCATION SERVICES,99.3253,0.0
2025-02-19,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7911,0.0179
2025-02-19,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-19,HEALTH,98.3089,0.0
2025-02-19,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0694,-0.0001
2025-02-19,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-19,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-19,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-19,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-19,TRANSPORT,100.4774,0.0
2025-02-20,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6062,0.2766
2025-02-20,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-20,EDUCATION SERVICES,99.3253,0.0
2025-02-20,FOOD AND NON-ALCOHOLIC BEVERAGES,101.8425,0.0506
2025-02-20,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-20,HEALTH,98.3089,0.0
2025-02-20,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0701,0.0007
2025-02-20,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-20,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-20,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-20,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-20,TRANSPORT,100.2847,-0.1918
2025-02-21,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7452,0.1439
2025-02-21,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-21,EDUCATION SERVICES,99.3253,0.0
2025-02-21,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4382,0.5849
2025-02-21,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-21,HEALTH,98.3089,0.0
2025-02-21,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0708,0.0008
2025-02-21,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-21,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-21,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-21,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-21,TRANSPORT,100.2847,0.0
2025-02-22,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6757,-0.0718
2025-02-22,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-22,EDUCATION SERVICES,99.3253,0.0
2025-02-22,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,-0.0025
2025-02-22,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-22,HEALTH,98.3089,0.0
2025-02-22,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0702,-0.0006
2025-02-22,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-22,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-22,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-22,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-22,TRANSPORT,100.2847,0.0
2025-02-23,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6757,0.0
2025-02-23,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-23,EDUCATION SERVICES,99.3253,0.0
2025-02-23,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,0.0
2025-02-23,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-23,HEALTH,98.3089,0.0
2025-02-23,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0714,0.0012
2025-02-23,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-23,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-23,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-23,TRANSPORT,100.2847,0.0
2025-02-24,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.78,0.1078
2025-02-24,CLOTHING AND FOOTWEAR,103.9728,0.2579
2025-02-24,EDUCATION SERVICES,99.3253,0.0
2025-02-24,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,0.0
2025-02-24,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-24,HEALTH,98.3089,0.0
2025-02-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0721,0.0007
2025-02-24,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-24,"RECREATION, SPORT AND CULTURE",98.7365,0.0105
2025-02-24,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-24,TRANSPORT,100.2846,-0.0001
2025-02-25,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7105,-0.0718
2025-02-25,CLOTHING AND FOOTWEAR,103.7054,-0.2572
2025-02-25,EDUCATION SERVICES,99.3253,0.0
2025-02-25,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,0.0
2025-02-25,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-25,HEALTH,98.3089,0.0
2025-02-25,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.072,-0.0001
2025-02-25,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-25,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-25,"RECREATION, SPORT AND CULTURE",98.7261,-0.0105
2025-02-25,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-25,TRANSPORT,100.2847,0.0001
2025-02-26,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7105,0.0
2025-02-26,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-26,EDUCATION SERVICES,99.3253,0.0
2025-02-26,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,0.0
2025-02-26,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-26,HEALTH,98.3089,0.0
2025-02-26,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.072,0.0
2025-02-26,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-26,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-26,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-26,TRANSPORT,100.2847,0.0
2025-02-27,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7105,0.0
2025-02-27,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-02-27,EDUCATION SERVICES,99.3253,0.0
2025-02-27,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4356,0.0
2025-02-27,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.3088,0.0
2025-02-27,HEALTH,98.3089,0.0
2025-02-27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.072,0.0
2025-02-27,INFORMATION AND COMMUNICATION,99.7333,0.0
2025-02-27,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3746,0.0
2025-02-27,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-27,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-27,TRANSPORT,100.2847,0.0
2025-02-28,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5715,-0.1437
2025-02-28,CLOTHING AND FOOTWEAR,104.318,0.5908
2025-02-28,EDUCATION SERVICES,99.3253,0.0
2025-02-28,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4922,0.0552
2025-02-28,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.2749,-0.0345
2025-02-28,HEALTH,98.3089,0.0
2025-02-28,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.072,0.0
2025-02-28,INFORMATION AND COMMUNICATION,99.1544,-0.5804
2025-02-28,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0443
2025-02-28,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-02-28,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-02-28,TRANSPORT,100.0919,-0.1922
2025-03-01,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5715,0.0
2025-03-01,CLOTHING AND FOOTWEAR,103.7054,-0.5873
2025-03-01,EDUCATION SERVICES,99.3253,0.0
2025-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4922,0.0
2025-03-01,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.2162,-0.0597
2025-03-01,HEALTH,98.3089,0.0
2025-03-01,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0743,0.0024
2025-03-01,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-01,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-01,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-03-01,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-01,TRANSPORT,100.0919,0.0
2025-03-02,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.5715,0.0
2025-03-02,CLOTHING AND FOOTWEAR,103.7054,0.0
2025-03-02,EDUCATION SERVICES,99.3253,0.0
2025-03-02,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4922,0.0
2025-03-02,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.2162,0.0
2025-03-02,HEALTH,98.3089,0.0
2025-03-02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0748,0.0005
2025-03-02,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-02,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-02,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-03-02,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-02,TRANSPORT,100.0919,0.0
2025-03-03,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.6062,0.036
2025-03-03,CLOTHING AND FOOTWEAR,104.4735,0.7407
2025-03-03,EDUCATION SERVICES,99.3253,0.0
2025-03-03,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4922,0.0
2025-03-03,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.2162,0.0
2025-03-03,HEALTH,98.3089,0.0
2025-03-03,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0796,0.0049
2025-03-03,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-03,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-03,"RECREATION, SPORT AND CULTURE",98.7261,0.0
2025-03-03,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-03,TRANSPORT,100.0919,0.0
2025-03-04,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.7105,0.1079
2025-03-04,CLOTHING AND FOOTWEAR,104.5101,0.035
2025-03-04,EDUCATION SERVICES,99.3253,0.0
2025-03-04,FOOD AND NON-ALCOHOLIC BEVERAGES,102.4832,-0.0088
2025-03-04,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.2162,0.0
2025-03-04,HEALTH,98.3089,0.0
2025-03-04,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0795,-0.0001
2025-03-04,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-04,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-04,"RECREATION, SPORT AND CULTURE",100.6907,1.9899
2025-03-04,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-04,TRANSPORT,100.0919,0.0
2025-03-05,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",96.9885,0.2875
2025-03-05,CLOTHING AND FOOTWEAR,104.5101,0.0
2025-03-05,EDUCATION SERVICES,99.3253,0.0
2025-03-05,FOOD AND NON-ALCOHOLIC BEVERAGES,102.5084,0.0246
2025-03-05,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.9845,0.7822
2025-03-05,HEALTH,98.3089,0.0
2025-03-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0804,0.0009
2025-03-05,INFORMATION AND COMMUNICATION,99.3404,0.1876
2025-03-05,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-05,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-05,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-05,TRANSPORT,100.0919,0.0
2025-03-06,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",97.2666,0.2867
2025-03-06,CLOTHING AND FOOTWEAR,104.8569,0.3319
2025-03-06,EDUCATION SERVICES,99.3253,0.0
2025-03-06,FOOD AND NON-ALCOHOLIC BEVERAGES,102.2055,-0.2955
2025-03-06,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.9845,0.0
2025-03-06,HEALTH,98.3089,0.0
2025-03-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0821,0.0018
2025-03-06,INFORMATION AND COMMUNICATION,99.1544,-0.1872
2025-03-06,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-06,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-06,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-06,TRANSPORT,100.0919,0.0
2025-03-07,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",98.1933,0.9528
2025-03-07,CLOTHING AND FOOTWEAR,104.8569,0.0
2025-03-07,EDUCATION SERVICES,99.3253,0.0
2025-03-07,FOOD AND NON-ALCOHOLIC BEVERAGES,102.2315,0.0255
2025-03-07,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.9845,0.0
2025-03-07,HEALTH,98.5049,0.1994
2025-03-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.0812,-0.0009
2025-03-07,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-07,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-07,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-07,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-07,TRANSPORT,100.0919,0.0
2025-03-08,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",98.2281,0.0354
2025-03-08,CLOTHING AND FOOTWEAR,104.8569,0.0
2025-03-08,EDUCATION SERVICES,99.3253,0.0
2025-03-08,FOOD AND NON-ALCOHOLIC BEVERAGES,102.2315,0.0
2025-03-08,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.9845,0.0
2025-03-08,HEALTH,98.5049,0.0
2025-03-08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.081,-0.0002
2025-03-08,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-08,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-08,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-08,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-08,TRANSPORT,100.0919,0.0
2025-03-09,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",98.2281,0.0
2025-03-09,CLOTHING AND FOOTWEAR,104.9154,0.0558
2025-03-09,EDUCATION SERVICES,99.3253,0.0
2025-03-09,FOOD AND NON-ALCOHOLIC BEVERAGES,102.2846,0.0519
2025-03-09,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",98.9845,0.0
2025-03-09,HEALTH,98.5049,0.0
2025-03-09,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.081,0.0
2025-03-09,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-09,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-09,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-09,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-09,TRANSPORT,100.0924,0.0005
2025-03-10,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",98.2281,0.0
2025-03-10,CLOTHING AND FOOTWEAR,104.8569,-0.0558
2025-03-10,EDUCATION SERVICES,99.3253,0.0
2025-03-10,FOOD AND NON-ALCOHOLIC BEVERAGES,102.5184,0.2286
2025-03-10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",99.0867,0.1032
2025-03-10,HEALTH,98.5049,0.0
2025-03-10,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",97.068,-0.0134
2025-03-10,INFORMATION AND COMMUNICATION,99.1544,0.0
2025-03-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.4191,0.0
2025-03-10,"RECREATION, SPORT AND CULTURE",100.6907,0.0
2025-03-10,RESTAURANTS AND ACCOMODATION SERVICES,95.701,0.0
2025-03-10,TRANSPORT,99.8995,-0.1927
